Date,AT - Make,AT - Model,AT - User ID Cookie,Users
20160729,honda,nsx,id=1303881441249.710611.24,2
20160729,honda,nsx,id=1414146480896.609093.900,2
20160729,mercedes-benz,a class,id=1439229328203.866925.900,2
20160729,mitsubishi,outlander,id=38c4ac87-8c19-473e-bd40-0a4bca11d305,2
20160729,nissan,qashqai,id=1443319852964.355173.900,2
20160729,toyota,hilux,id=2f6db7ca-eba8-4ca9-b6ad-d3d63c6f43c9,2
20160729,vauxhall,astra,id=1452349960254.512384.900,2
20160729,volkswagen,scirocco,id=1389391644137.327890.900,2
20160729,volkswagen,up!,id=1285924734300.393157.900,2
20160730,ford,fiesta,id=7525cfdd-1dd2-443f-b01a-ca150c1904f6,2
20160730,land rover,range rover evoque,id=1137359543103.223110.999,2
20160730,volkswagen,beetle,id=86c385f9-dbd6-40ae-a534-daf2d85e64f2,2
20160730,volkswagen,up!,id=98d8cfdb-ab51-470f-944e-123a42da0fe5,2
20160731,jaguar,xf,id=1371335865549.904313.900,2
20160731,toyota,hilux,id=55857ace-c7c5-45d0-a3b3-5c53a565cb1d,2
20160731,volkswagen,up!,id=8b63d607-fdb9-4dd8-aac8-53769ee54f48,2
20160701,abarth,500,id=2332fb22-74d6-414a-bb56-e0b5ef8fe325,1
20160701,abarth,500,id=4b9194dc-b411-4a85-9f30-4949c61aa905,1
20160701,abarth,500,id=5ef5a663-7799-4bfc-a1b3-cb030ee86ab8,1
20160701,abarth,500,id=c420632f-46c1-459f-a435-62f176b658e2,1
20160701,abarth,500,id=e3572f3d-1db9-461e-8664-3a9949fb0e3a,1
20160701,abarth,500,id=e38eba4c-5926-4a2e-8903-882a651a72e1,1
20160701,abarth,500,id=f9cdc19b-95a4-46e9-a22b-2140da2063e1,1
20160701,abarth,500c,id=203a93dd-367b-49c8-ab1f-03e8897b3c80,1
20160701,abarth,500c,id=274701f3-4f9e-417d-b404-32a67ea10c3f,1
20160701,abarth,500c,id=44134d90-f211-4b57-90a0-a9e70d73e592,1
20160701,abarth,500c,id=d021d6e6-522a-4fbd-a852-620db08fb3eb,1
20160701,abarth,500c,id=e71acf47-8ad5-4fb0-a06d-2edb5144ceac,1
20160701,abarth,punto evo,id=814bcb3a-4457-4e3f-81b0-52b15d27d2a5,1
20160701,alfa romeo,159,id=2f8b5e5e-f67b-4ceb-b0d3-5035f17154bc,1
20160701,alfa romeo,159,id=3325cb1f-e717-4a9a-a40d-162694743f0a,1
20160701,alfa romeo,159,id=5a998903-cb49-40fb-a71c-ebeddb6f828f,1
20160701,alfa romeo,159,id=f41ee185-0cbc-4179-96e9-d10b41916195,1
20160701,alfa romeo,159 sportwagon,id=1451342708993.698628.900,1
20160701,alfa romeo,159 sportwagon,id=2ebcf5fd-1f87-4c85-b4b7-da4b14420909,1
20160701,alfa romeo,159 sportwagon,id=ffaed51f-0814-4104-9832-5b10aa3a934e,1
20160701,alfa romeo,4c,id=3bd1bedd-da61-4bc5-9268-ebb0a5cd176a,1
20160701,alfa romeo,brera,id=075ea17a-e2ce-4d2d-b48a-b39790106778,1
20160701,alfa romeo,brera,id=1451342708993.698628.900,1
20160701,alfa romeo,brera,id=1fe3fcc6-0071-495f-9958-e04415c360c5,1
20160701,alfa romeo,brera,id=21b3c7ec-7f67-4e81-bb5f-e4bfb780b8c5,1
20160701,alfa romeo,brera,id=24f0a086-bf47-4a80-a578-dd19c958eceb,1
20160701,alfa romeo,brera,id=29d947d2-c4d6-40e2-ba91-52ebb25e4854,1
20160701,alfa romeo,brera,id=2eae92d1-0ed2-4578-982e-bbf5a7719a97,1
20160701,alfa romeo,brera,id=48892f1a-74a7-4022-a696-dd8ded1fbd87,1
20160701,alfa romeo,brera,id=82c5601b-380c-47d2-ae4c-c8d7dd1c23cf,1
20160701,alfa romeo,brera,id=88d9faeb-e2d6-4d65-9812-e401f32f8f64,1
20160701,alfa romeo,brera,id=8908da73-90cd-4b84-b562-cb1dcab66b65,1
20160701,alfa romeo,brera,id=8b9c57e5-f816-4915-b8f7-b7cf40800840,1
20160701,alfa romeo,brera,id=aae7aaf5-5297-4228-bb2e-d85dc5103660,1
20160701,alfa romeo,brera,id=b26b43d2-5c83-4e9b-823e-dd1b4bd558df,1
20160701,alfa romeo,brera,id=c7a5c5e6-73a8-4692-9cab-d21bbb3a5c08,1
20160701,alfa romeo,brera,id=d78d6070-d22f-40ca-b715-dd7b0aceb1cd,1
20160701,alfa romeo,brera,id=d985a2b3-f93f-49b2-9e64-2afb90b2ff86,1
20160701,alfa romeo,brera,id=ef92669f-5b90-44aa-b6a1-087991120fbf,1
20160701,alfa romeo,giulia,id=00831ab3-ac3b-4c4b-b8ea-b27fd08c8a34,1
20160701,alfa romeo,giulia,id=00a1bdcc-74a9-48ae-aa43-2f7156d8decf,1
20160701,alfa romeo,giulia,id=0114052b-5167-47e7-b746-ec95a6f3dfbe,1
20160701,alfa romeo,giulia,id=012762aa-f66f-426e-b593-14a650dad6ae,1
20160701,alfa romeo,giulia,id=034b7903-73a6-4dba-ac9b-a5a85c467df6,1
20160701,alfa romeo,giulia,id=063a0a04-0666-4fa1-b44c-1a3cc6a67502,1
20160701,alfa romeo,giulia,id=0800b3f0-6a48-4114-9731-0c1f27129a2e,1
20160701,alfa romeo,giulia,id=099bba13-1941-452c-9379-511cddaeaae2,1
20160701,alfa romeo,giulia,id=0d58ea52-9701-4b68-8c1e-27f8e1afb3f8,1
20160701,alfa romeo,giulia,id=0f9bc5e0-3b76-498c-9003-6689738d38fa,1
20160701,alfa romeo,giulia,id=102e2589-571f-485d-8b3a-af24777df373,1
20160701,alfa romeo,giulia,id=103df774-6a59-4010-8a0b-06a2e7d0295e,1
20160701,alfa romeo,giulia,id=1231116822290.485564.97,1
20160701,alfa romeo,giulia,id=125b037b-9190-4840-abb9-c2c4a28866ec,1
20160701,alfa romeo,giulia,id=12740af9-cf11-4c5a-96e0-49873347ccc3,1
20160701,alfa romeo,giulia,id=12f23857-585e-42df-9505-69cd5e167546,1
20160701,alfa romeo,giulia,id=1307778159650.839555.998,1
20160701,alfa romeo,giulia,id=1323345307383.554213.900,1
20160701,alfa romeo,giulia,id=1345312942174.30016.900,1
20160701,alfa romeo,giulia,id=1368741401319.161614.900,1
20160701,alfa romeo,giulia,id=137aeb50-fd23-4cf4-b6e1-59b5ae171e7c,1
20160701,alfa romeo,giulia,id=1412717532083.682306.900,1
20160701,alfa romeo,giulia,id=1425354009392.484172.900,1
20160701,alfa romeo,giulia,id=1426624939876.174968.900,1
20160701,alfa romeo,giulia,id=1435850438733.620424.900,1
20160701,alfa romeo,giulia,id=1446331650749.21254.900,1
20160701,alfa romeo,giulia,id=1450165209974.283465.900,1
20160701,alfa romeo,giulia,id=15a55695-3e0e-4ff7-a7f6-120a2c63a4d2,1
20160701,alfa romeo,giulia,id=15cd88de-443b-42ec-bad9-08e25d0dc30a,1
20160701,alfa romeo,giulia,id=15d7f213-e692-4cad-9998-f84b3111aa3b,1
20160701,alfa romeo,giulia,id=16c232b0-cd88-4cea-89ee-32f70eacc186,1
20160701,alfa romeo,giulia,id=171354ee-a9df-4cea-9405-0664804fbc73,1
20160701,alfa romeo,giulia,id=18144901-58e6-45bb-b4ab-fa404fac49e9,1
20160701,alfa romeo,giulia,id=18a97a7c-3524-41ce-b240-c7d8ec6e8abc,1
20160701,alfa romeo,giulia,id=1a6cafd1-ce2c-43bb-91e0-0ec33c926e1e,1
20160701,alfa romeo,giulia,id=1b5216b6-b3c1-4365-8627-7257c784f202,1
20160701,alfa romeo,giulia,id=1c4f8f56-4d6c-4b42-8bfb-45e50595fb8a,1
20160701,alfa romeo,giulia,id=1c9ad9f1-f163-4370-a103-df80a5424bb0,1
20160701,alfa romeo,giulia,id=1df7a9b6-5633-4b71-9e85-dba022e1c69f,1
20160701,alfa romeo,giulia,id=1e5d336c-1c7e-4bbe-9d70-dd1c91321e92,1
20160701,alfa romeo,giulia,id=1f0934e1-7eba-492a-b636-0b1d8787cd58,1
20160701,alfa romeo,giulia,id=1fc5849c-6af0-4524-a34b-36a713151a78,1
20160701,alfa romeo,giulia,id=2025d8ad-8ec5-445a-aeb0-346b4b963692,1
20160701,alfa romeo,giulia,id=202d8ba9-674e-4c36-aec7-43e2d55b7c90,1
20160701,alfa romeo,giulia,id=20927c48-dab8-4f47-ae0d-271e6d8b9e2a,1
20160701,alfa romeo,giulia,id=238fcd0c-a65c-4b4d-89c0-403ed9f5417a,1
20160701,alfa romeo,giulia,id=23e410d1-77a1-4c78-9f9d-9ee52b5dd675,1
20160701,alfa romeo,giulia,id=26384380-24cd-4cdb-8814-3970a03e69f6,1
20160701,alfa romeo,giulia,id=267385a2-f759-4eb2-a1da-80245b19187c,1
20160701,alfa romeo,giulia,id=26b14326-5ab5-4db1-a8ce-3747d211cdf8,1
20160701,alfa romeo,giulia,id=28569ddb-00ce-42cf-a2cd-05849db7e382,1
20160701,alfa romeo,giulia,id=28e5a456-b9cb-486d-9677-cd93277657b4,1
20160701,alfa romeo,giulia,id=2a9bd798-3e28-41e7-81df-fce19dd159b4,1
20160701,alfa romeo,giulia,id=2e165c54-0cd0-43c8-84be-1f5bddd47b1b,1
20160701,alfa romeo,giulia,id=2f373f91-eea7-4c92-85c8-9f90550e546d,1
20160701,alfa romeo,giulia,id=30eafdb0-1834-48bf-991a-0fabad579c88,1
20160701,alfa romeo,giulia,id=328efc99-b24d-4291-b301-1c42c4aceff8,1
20160701,alfa romeo,giulia,id=32de79dd-5a91-47ee-bd96-807e7ae109a0,1
20160701,alfa romeo,giulia,id=359f7975-fbae-4673-a019-ee8c1e9ee409,1
20160701,alfa romeo,giulia,id=36788.9287384259.125,1
20160701,alfa romeo,giulia,id=380a94ba-77ab-4f58-9fac-d5fc2d3e60ba,1
20160701,alfa romeo,giulia,id=383f3a08-a7ea-4950-96ac-18bfba9be6b6,1
20160701,alfa romeo,giulia,id=38ff6989-a196-47a7-9a27-bd386fb66ad2,1
20160701,alfa romeo,giulia,id=39521d9d-4231-40bb-9ec6-04860424c1c9,1
20160701,alfa romeo,giulia,id=39a99c02-cbaa-4009-9fe3-684b95106d45,1
20160701,alfa romeo,giulia,id=39acb682-ea63-4c25-a8e9-02b3b9e60ef9,1
20160701,alfa romeo,giulia,id=3c9e6f1a-c39f-44db-af2b-1a0c499de138,1
20160701,alfa romeo,giulia,id=3d048396-41bd-43bd-8dee-dee4130f2ad0,1
20160701,alfa romeo,giulia,id=3eea57e0-f7d9-42c4-ab42-6f6e6df9654d,1
20160701,alfa romeo,giulia,id=40240791-6c19-4cbb-84bd-e83f55ed54a9,1
20160701,alfa romeo,giulia,id=415057c6-2f87-4cda-8826-5985f5672909,1
20160701,alfa romeo,giulia,id=421536d9-28b8-482b-908c-0d81e4301176,1
20160701,alfa romeo,giulia,id=427b798d-dc0d-4660-a46b-4ad00e634dda,1
20160701,alfa romeo,giulia,id=44239dce-8309-4200-87f7-755ddf0f0f3f,1
20160701,alfa romeo,giulia,id=447de43d-6566-463d-af88-66bd6577fdac,1
20160701,alfa romeo,giulia,id=452f24b5-8833-4eb8-9ca7-5c7761c2c497,1
20160701,alfa romeo,giulia,id=47910d6f-b7e8-4e6a-a94f-723c7ad79b64,1
20160701,alfa romeo,giulia,id=4894a262-25f9-4dd0-ba17-301f043c7aa4,1
20160701,alfa romeo,giulia,id=48b6e012-a93a-4cc5-85a3-9cc298b777b9,1
20160701,alfa romeo,giulia,id=49835548-dd4e-45d6-b2c1-e6995274a7e7,1
20160701,alfa romeo,giulia,id=4bf0c27c-00ca-4c7a-a3c2-da40fd1afba0,1
20160701,alfa romeo,giulia,id=4e0dc4c5-6aad-4413-a8bc-0f61058bd62d,1
20160701,alfa romeo,giulia,id=4fcb3336-a76e-4341-8326-07d5b5fa5043,1
20160701,alfa romeo,giulia,id=5006c0f9-2f39-44fa-b8a9-fe35e9e49932,1
20160701,alfa romeo,giulia,id=51fe3cf3-9836-44ea-8715-4c46ba6d93f7,1
20160701,alfa romeo,giulia,id=53f41840-d04a-47f0-85a3-5283200c21ed,1
20160701,alfa romeo,giulia,id=540450e6-d5f7-4397-b4b3-f5ca2e8cff3a,1
20160701,alfa romeo,giulia,id=540f13ef-28b0-4aa0-a70f-04f3f27284fd,1
20160701,alfa romeo,giulia,id=5447c38e-b52a-481e-83ca-34e0d806a7a1,1
20160701,alfa romeo,giulia,id=5465e2dc-3a11-4734-9245-da97353902b6,1
20160701,alfa romeo,giulia,id=582693dd-31a6-43a7-8580-f9cf77c61f6e,1
20160701,alfa romeo,giulia,id=586d758e-f4ef-49f7-8b15-b6c06fdd3516,1
20160701,alfa romeo,giulia,id=5a288fbe-e645-433b-8608-28f78d44eb84,1
20160701,alfa romeo,giulia,id=5a480a00-079f-4cff-8c5f-011f980177ac,1
20160701,alfa romeo,giulia,id=5c3c7220-981d-41b7-b6cd-df3c246b878b,1
20160701,alfa romeo,giulia,id=5c8d01af-70a6-4a94-8dcc-ec864fd998b8,1
20160701,alfa romeo,giulia,id=5e199043-d8f8-4158-a307-57f2225eebe7,1
20160701,alfa romeo,giulia,id=5ebef9aa-19a6-405b-aa30-c855e811a792,1
20160701,alfa romeo,giulia,id=606a5278-06ee-4a88-b54f-80d7c3ec9f4a,1
20160701,alfa romeo,giulia,id=6243bf30-1858-495c-8ef8-87d372cf57e7,1
20160701,alfa romeo,giulia,id=629bb8df-1c28-4944-88ac-c51e16b2e087,1
20160701,alfa romeo,giulia,id=62b10224-0f23-4261-8a20-a0fc1440e035,1
20160701,alfa romeo,giulia,id=62ece7cd-c9c1-4f88-b5c7-8bf2fb4bcf40,1
20160701,alfa romeo,giulia,id=67784f03-de92-4c39-a726-1b3bc868d629,1
20160701,alfa romeo,giulia,id=67f22c60-9b09-4fe8-bdf2-f10801d3e479,1
20160701,alfa romeo,giulia,id=67fa4d7b-c155-45dd-9e4a-cc60dc72c81e,1
20160701,alfa romeo,giulia,id=68105ac7-56f9-4c86-a548-cadde2fe28f8,1
20160701,alfa romeo,giulia,id=68ebeeb3-ed50-4f78-bb8f-57bab8314b2c,1
20160701,alfa romeo,giulia,id=698109ed-b716-407d-977a-cdcec03e2027,1
20160701,alfa romeo,giulia,id=6a91a0cc-dc24-426c-a635-afebbe35bfe4,1
20160701,alfa romeo,giulia,id=6a9f8b39-0330-4e58-982c-30e1fc7c8fd4,1
20160701,alfa romeo,giulia,id=6b457ea4-48a1-4a8b-9b62-659a6516bc2c,1
20160701,alfa romeo,giulia,id=6ca816ce-c6b4-42b6-971b-fabe39328a0b,1
20160701,alfa romeo,giulia,id=6d2fb628-3e8e-48c2-862a-cb43cf3db37d,1
20160701,alfa romeo,giulia,id=6db786ae-eb4e-4162-a90b-3a1a35fe5fed,1
20160701,alfa romeo,giulia,id=6dff9674-e993-4bd5-859d-c936c5b57fda,1
