"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"28","eBay: TRIUMPH TR6 , Red, Manual, Petrol, 1971 https://t.co/xzDy6d4Kno #classiccars #cars https://t.co/HJnS4R8pXQ https://t.co/MLLtM0J3Vm",FALSE,1,NA,2016-09-09 10:26:33,FALSE,NA,"774192261257056257",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","UKClassicCars",1,FALSE,FALSE,NA,NA
"29","Looking for reliable precision engineering? Visit our new website https://t.co/SATVGav3oR 
#EngineeringUK #Automotive #Agriculture",FALSE,0,NA,2016-09-09 10:26:16,FALSE,NA,"774192189983322112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fastlatheltd",0,FALSE,FALSE,NA,NA
"30","There's nothing better than a smooth drive in the #car of your dreams... https://t.co/6xqGXLTY96 #Derby https://t.co/GeT0FKG24i",FALSE,0,NA,2016-09-09 10:26:04,FALSE,NA,"774192141018988544",NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","HoltMitsubishi",0,FALSE,FALSE,NA,NA
"31","<ed><U+00A0><U+00BD><ed><U+00B2><U+009A><ed><U+00A0><U+00BC><ed><U+00BC><U+00BB><ed><U+00A0><U+00BD><ed><U+00B2><U+0099> #yorkshiredales #yorkshire #sunflower #roadtrip #dales #sun #countryside @ Yorkshire Dales https://t.co/w4AXoxMwpH",FALSE,0,NA,2016-09-09 10:23:33,FALSE,NA,"774191505598779392",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","xNatz22x",0,FALSE,FALSE,"-2.487161","54.319524"
"32","#Battery Guys Click&gt; https://t.co/mNXLla6SKw #car #batteries #van #leisure #mobility https://t.co/QlBPRI5reg",FALSE,0,NA,2016-09-09 10:23:20,FALSE,NA,"774191452964417536",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","topukdealers",0,FALSE,FALSE,NA,NA
"33","Head over to @goodwoodrevival's live stream. #Motorsport #vintagecars #FridayFeeling https://t.co/Qgt50lU5Uv",FALSE,1,NA,2016-09-09 10:23:18,FALSE,NA,"774191444378562562",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TheCarExpertUK",0,FALSE,FALSE,NA,NA
"34","News: Pilkington loses appeal over EU cartel fine https://t.co/pbWTPmlpAf #ukmfg #automotive",FALSE,0,NA,2016-09-09 10:22:49,FALSE,NA,"774191322739736580",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","profeng",0,FALSE,FALSE,NA,NA
"35","@MayorofLondon why too much #roadwork, #parking #restrictions... Too much hassle to have #car, then you expect ppl to buy cars too",FALSE,1,"MayorofLondon",2016-09-09 10:22:24,FALSE,NA,"774191217861066752","14700117","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","sophia2087",0,FALSE,FALSE,NA,NA
"36","Brought my new car home and the first thing my Mam and Scott say 'lets go on a drive'.. Whos paying petrol? <ed><U+00A0><U+00BD><ed><U+00B1><U+0080><ed><U+00A0><U+00BD><ed><U+00B1><U+0080>",FALSE,0,NA,2016-09-09 10:22:08,FALSE,NA,"774191148210483200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jessicaawilliss",0,FALSE,FALSE,NA,NA
"37","Will the UK pioneer Self-Driving #Cars and Safer Roads? Coventry could have the answer. https://t.co/dKa3U0xZ2y https://t.co/MFGFwF5Kpr",FALSE,0,NA,2016-09-09 10:22:01,FALSE,NA,"774191121475993600",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","safety_hub",1,FALSE,FALSE,NA,NA
"38","California Road Trip...loved it...do it! https://t.co/PHW0yUoicc #travel #california #roadtrip #america #usa #vacation @GailBallPT @jlolion",FALSE,0,NA,2016-09-09 10:21:54,FALSE,NA,"774191088936558592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Zimbotash",0,FALSE,FALSE,NA,NA
"39","RT @clydesdalebank: New car on the horizon? Before you rev up to make a purchase, read our car guide https://t.co/VjtBL7635M",FALSE,0,NA,2016-09-09 10:20:26,FALSE,NA,"774190720655720449",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TollersSols",1,TRUE,FALSE,NA,NA
"40","Toot toot! This gorgeous traffic maze is £31.99 + £3.99 p&amp;p at https://t.co/vmasm1MuTW #woodentoys #boystoys #cars https://t.co/sSjA6SX12y",FALSE,0,NA,2016-09-09 10:20:05,FALSE,NA,"774190634198523904",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","RascalsToyShop",0,FALSE,FALSE,NA,NA
"41","Just had a pensioner mansplain  a new car park ticket machine to me. Me and technology do not mix. #embarrassing",FALSE,0,NA,2016-09-09 10:18:47,FALSE,NA,"774190308078784512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bistoboy1",0,FALSE,FALSE,NA,NA
"42","Just got these off a customer for my trip 
#pubs #roadtrip #snacks… https://t.co/vfkGTZhLPs",FALSE,0,NA,2016-09-09 10:17:41,FALSE,NA,"774190029774073857",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","KayeNicholson",0,FALSE,FALSE,NA,NA
"43","RT @swpolice: Drive a <ed><U+00A0><U+00BD><ed><U+00BA><U+0097>? Think about how your driving could affect <ed><U+00A0><U+00BD><ed><U+00B0><U+008E><ed><U+00A0><U+00BD><ed><U+00B0><U+008E><ed><U+00A0><U+00BD><ed><U+00B0><U+008E> on the road @BritishHorse #horses #slowdown #driving https://t.co/dr…",FALSE,0,NA,2016-09-09 10:17:24,FALSE,NA,"774189958164799488",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","gpbrynmawr",12,TRUE,FALSE,NA,NA
"44","SUZUKI VITARA AS SEEN IN TV ADVERTS WITH Ant and Dec :-)

*** STOP PRESS - SUZUKI VITARA OFFER - ANY ORDERS... https://t.co/ldB5T9gs9P",FALSE,0,NA,2016-09-09 10:15:57,FALSE,NA,"774189592731914240",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","BeechwoodMotors",0,FALSE,FALSE,NA,NA
"45","RT @ArsTechnicaUK: VR goggles and giant touchscreen tables: How Audi explains new car technology https://t.co/qfjXeQbgC7 by @drgitlin",FALSE,0,NA,2016-09-09 10:14:22,FALSE,NA,"774189196139376640",NA,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for Android</a>","mjmartell",3,TRUE,FALSE,NA,NA
"46","@jodieclennan_ you need a new car",FALSE,0,"jodieclennan_",2016-09-09 10:14:03,FALSE,"774187223457550336","774189116711956480","88646911","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","malawalla",0,FALSE,FALSE,NA,NA
"47","eBay: JAGUAR XJS SPARES OR REPAIRS BARN FIND… https://t.co/bavbcS5lnC #classiccars #cars https://t.co/HJnS4R8pXQ https://t.co/zUC5a5xcpH",FALSE,0,NA,2016-09-09 10:13:17,FALSE,NA,"774188922582671360",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","UKClassicCars",0,FALSE,FALSE,NA,NA
"48","We have so many great #car #accessories you'll just need to take a peek!
https://t.co/231GuRenH7
#motor #gift #van https://t.co/6vqp97HBgq",FALSE,0,NA,2016-09-09 10:12:14,FALSE,NA,"774188657913827328",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SakuraUK",0,FALSE,FALSE,NA,NA
"49","BMW 1 Series is fastest selling used car in August: THE 2012 BMW 1 Series was the fastest set of... https://t.co/fzYd74Dush #Cars #Autos",FALSE,0,NA,2016-09-09 10:11:40,FALSE,NA,"774188513923178500",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","CarDealerClub",0,FALSE,FALSE,NA,NA
"50","So how long will it be before a seagull craps on my new car?? #christenitwhydontyou",FALSE,0,NA,2016-09-09 10:11:22,FALSE,NA,"774188441890385920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tizzvak",0,FALSE,FALSE,NA,NA
"51","Automotive News: FIA welcomes Formula One takeover by Liberty Media: 
  2016 Italian GP

U... https://t.co/QvoCtfC5rf #mtec #automotive",FALSE,0,NA,2016-09-09 10:10:47,FALSE,NA,"774188292644282368",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","MTecRec",0,FALSE,FALSE,NA,NA
"52","Do you love creating #video #content? Love #cars? Motor enthusiasts get in touch for a hugely exciting opportunity! https://t.co/RK4igrLM5R",FALSE,0,NA,2016-09-09 10:10:13,FALSE,NA,"774188149622714368",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","SumoCreative",0,FALSE,FALSE,NA,NA
"53","VR goggles and giant touchscreen tables: How @Audi  explains new car technology

https://t.co/wZ01X8gSQL 
#Audi #Technology #VR #Cars",FALSE,2,NA,2016-09-09 10:10:06,FALSE,NA,"774188121369960448",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","OSVLtd",0,FALSE,FALSE,NA,NA
"54","*** STOP PRESS - SUZUKI S-CROSS OFFER - ANY ORDERS COMPLETED BETWEEN FRIDAY 9th SEP '16 UNTIL SUNDAY 18th SEP '16... https://t.co/FI2yyczItG",FALSE,0,NA,2016-09-09 10:09:08,FALSE,NA,"774187877911580672",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","BeechwoodMotors",0,FALSE,FALSE,NA,NA
"55","Need a new car? A hybrid could be the best option. Find the advantages here: https://t.co/vWSJo1Blmx https://t.co/ps6CzA9sVg",FALSE,0,NA,2016-09-09 10:08:11,FALSE,NA,"774187637448007680",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ScoopLoopUK",0,FALSE,FALSE,NA,NA
"56","Customers #love #Stoplock
https://t.co/XONrO1fbBy
#car #crime #police #security #carinsurances #motor #auto #van https://t.co/kPWQGtnPIT",FALSE,0,NA,2016-09-09 10:07:54,FALSE,NA,"774187569751924736",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","STOPLOCK_UK",0,FALSE,FALSE,NA,NA
"57","Now his saying i want a new car for my 21st i don't even remember asking for a car.. Lol alhumdulilah.",FALSE,0,NA,2016-09-09 10:07:45,FALSE,NA,"774187527859240960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ArifaIlyas",0,FALSE,FALSE,NA,NA
"58","When do I get a new car is the one question constantly on my mind at the minute.. <ed><U+00A0><U+00BD><ed><U+00B9><U+008A>",FALSE,0,NA,2016-09-09 10:05:12,FALSE,NA,"774186888089313284",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xEmilyJayne",0,FALSE,FALSE,NA,NA
"59","Quality used cars &amp; a professional service. For more information!
07442 530055 https://t.co/vB1UwNE18L #Used #Cars https://t.co/PlydW8PYQQ",FALSE,0,NA,2016-09-09 10:02:15,FALSE,NA,"774186146586693632",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","GrangeRD_Garage",0,FALSE,FALSE,NA,NA
"60","Hands up if you're getting your new plate this month? #NewPlate #NewVan #NewCar #LCV https://t.co/iRcP7zTXTX",FALSE,0,NA,2016-09-09 10:01:36,FALSE,NA,"774185982258098176",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","LowCostVans",0,FALSE,FALSE,NA,NA
"61","*** STOP PRESS - SUZUKI SWIFT OFFER - ANY ORDERS COMPLETED BETWEEN FRIDAY 9th SEP '16 UNTIL SUNDAY 18th SEP '16... https://t.co/E3Up22WVGB",FALSE,0,NA,2016-09-09 10:01:34,FALSE,NA,"774185974989332481",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","BeechwoodMotors",0,FALSE,FALSE,NA,NA
"62","RT @KatsDekker: ""Car stuck""

I wonder how it got there
https://t.co/geTRchLQgN",FALSE,0,NA,2016-09-09 10:00:54,FALSE,NA,"774185806021951488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sintaygaleska",2,TRUE,FALSE,NA,NA
"63","Hiring a New Car #Sales Executive. Is this the #career for you? #ukjobs https://t.co/m2nfBaKWKv",FALSE,0,NA,2016-09-09 10:00:42,FALSE,NA,"774185756021501952",NA,"<a href=""http://www.monster.com"" rel=""nofollow"">MonsterCards</a>","rec_boutique",0,FALSE,FALSE,NA,NA
"64","This teeny tiny #electric car is a three-wheeler for the modern age! https://t.co/4fqsdmWlnk @ElectraMecc #Motoring https://t.co/dlgCsw703a",FALSE,0,NA,2016-09-09 10:00:27,FALSE,NA,"774185693417398272",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","TheMemo",0,FALSE,FALSE,NA,NA
"65","New car on the horizon? Before you rev up to make a purchase, read our car guide https://t.co/VjtBL7635M",FALSE,0,NA,2016-09-09 10:00:12,FALSE,NA,"774185631203241985",NA,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>","clydesdalebank",1,FALSE,FALSE,NA,NA
"66","Latest stock! #Vauxhall #Astra in White £7,990 - https://t.co/rEdoZuBKBv View this &amp; more #cars &amp; #vans for sale https://t.co/KHmGLh1OBs",FALSE,0,NA,2016-09-09 10:00:12,FALSE,NA,"774185629269622784",NA,"<a href=""http://www.perrys.co.uk"" rel=""nofollow"">Perrys</a>","latestvauxhall",0,FALSE,FALSE,NA,NA
"67","Latest stock! #Vauxhall #Corsa in Green £6,494 - https://t.co/43qtivZNg8 View this &amp; more #cars &amp; #vans for sale https://t.co/oLCwGQ0qMq",FALSE,0,NA,2016-09-09 10:00:11,FALSE,NA,"774185625142566912",NA,"<a href=""http://www.perrys.co.uk"" rel=""nofollow"">Perrys</a>","latestvauxhall",0,FALSE,FALSE,NA,NA
"68","Latest stock! #Vauxhall #Astra in Red £7,990 - https://t.co/Mux3QPp3Es View this &amp; more #cars &amp; #vans for sale https://t.co/prJue182px",FALSE,0,NA,2016-09-09 10:00:09,FALSE,NA,"774185619358703616",NA,"<a href=""http://www.perrys.co.uk"" rel=""nofollow"">Perrys</a>","latestvauxhall",0,FALSE,FALSE,NA,NA
"69","Only Motors – The Archives Episode 12 -  #cars #onlymotors #topgear https://t.co/5zgtgw1Z0p",FALSE,0,NA,2016-09-09 10:00:09,FALSE,NA,"774185618888884224",NA,"<a href=""http://www.leavingworkbehind.com"" rel=""nofollow"">Evergreen Post Tweeter</a>","onlymotors",0,FALSE,FALSE,NA,NA
"70","Latest stock! #Ford #Fiesta in Red £6,999 - https://t.co/y95ZigaGdZ View this &amp; more #cars &amp; #vans for sale https://t.co/5oKRyycBYJ",FALSE,0,NA,2016-09-09 10:00:09,FALSE,NA,"774185615420067841",NA,"<a href=""http://www.perrys.co.uk"" rel=""nofollow"">Perrys</a>","LatestStock",0,FALSE,FALSE,"-1.446702","53.233575"
"71","Latest stock! #Ford #Fiesta in Blue £5,499 - https://t.co/rdJOcH1Vsd View this &amp; more #cars &amp; #vans for sale https://t.co/J3vX4XyMSP",FALSE,0,NA,2016-09-09 10:00:02,FALSE,NA,"774185586768969728",NA,"<a href=""http://www.perrys.co.uk"" rel=""nofollow"">Perrys</a>","Latestford",0,FALSE,FALSE,NA,NA
"72","@firstvehicle just what my new car needs.",FALSE,0,"firstvehicle",2016-09-09 09:59:44,FALSE,"774181819721785346","774185511103504385","18632736","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","deanwilloughby",0,FALSE,FALSE,NA,NA
"73","@RadioX I've bought a new car just so I can listen to you on DAB! Gotta be worth What Difference Does it Make- The Smiths?",FALSE,1,"RadioX",2016-09-09 09:59:32,FALSE,NA,"774185462961319937","8830542","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Housesetc",0,FALSE,FALSE,NA,NA
"74","RT @pickletart: #Cars Black 1947 Franklin Mint Bentley with issues
https://t.co/YN01UXk0c4 https://t.co/RttWKmf2gI",FALSE,0,NA,2016-09-09 09:57:42,FALSE,NA,"774184999469932544",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","pickletart",1,TRUE,FALSE,NA,NA
"75","#dwsr dr who's new car spotted on set https://t.co/tMFPAjyzda",FALSE,2,NA,2016-09-09 09:56:06,FALSE,NA,"774184598188101632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tanooki_billy",0,FALSE,FALSE,NA,NA
"76","*** STOP PRESS - SUZUKI ALL NEW BALENO OFFER - ANY ORDERS COMPLETED BETWEEN FRIDAY 9th SEP '16 UNTIL SUNDAY 18th... https://t.co/e2Ss7K7ES6",FALSE,0,NA,2016-09-09 09:55:46,FALSE,NA,"774184513492484096",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","BeechwoodMotors",0,FALSE,FALSE,NA,NA
"77","Already in love with @goodwoodrevival #notesfromastylist #goodwoodrevival #cars #retro #mo… https://t.co/KkAYVvtBMY https://t.co/QhQW4OpDPR",FALSE,2,NA,2016-09-09 09:55:36,FALSE,NA,"774184470899412993",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","notesbyastylist",0,FALSE,FALSE,NA,NA
"78","RT @MercorOrg: #Car #Motorbike #AmazonUk #4: Autobrite Direct Purple Rain 2.0 500ml ~ Iron Decontamination Fallout Remover https://t.co/2FM…",FALSE,0,NA,2016-09-09 09:55:27,FALSE,NA,"774184432911560704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","therevol447",2,TRUE,FALSE,NA,NA
